revenue,qg_naics2022,qg_dandbstandardindustrycode,statuscode
503759063.0,474,2961,777040002
7245671443.0,643,3554,777040002
2046365731.0,179,933,777040002
932146030.0,204,1068,777040002
219236537.0,760,4077,777040002
0.0,890,4416,777040002
434421185.0,563,2325,777040002
397600148.0,891,4418,2
397600148.0,891,4418,2
0.0,890,4416,777040002
397600148.0,891,4418,2
0.0,890,4416,777040002
322210533.0,891,4418,2
164855634.0,127,509,777040002
1170737691.0,443,2612,777040002
964322621.0,316,1861,777040002
3377292000.0,720,3640,777040002
234702361.0,859,4157,777040002
0.0,890,4416,777040002
302390035.0,567,2297,777040002
235357402.0,157,662,777040002
580017483.0,511,3203,2
1644182.0,537,3308,777040002
542477735.0,436,2547,777040002
80930789.0,521,3260,777040002
432522601.0,71,225,777040002
315872860.0,584,2372,777040002
204411188.0,606,998,777040002
441506062.0,75,241,777040002
204289934.0,826,3668,777040002
218359825.0,159,754,777040002
343986697.0,251,1425,777040002
342409426.0,251,1425,777040002
325024468.0,589,2414,777040002
917071725.0,453,2728,777040002
343986697.0,251,1425,777040002
0.0,162,1343,2
1575935.0,567,2297,777040002
0.0,513,3231,777040002
938622214.0,552,2379,777040002
1484537336.0,535,3279,777040002
741052358.0,438,2579,777040002
325024468.0,589,2414,777040002
1016017847.0,488,3098,777040002
174250936.0,50,137,777040002
16641855492.0,7,29,777040002
167888309.0,471,2931,777040002
299427561.0,567,2297,777040002
414665569.0,374,2045,777040002
538694035.0,300,1675,777040002
763055064.0,440,2592,777040002
0.0,251,1425,2
545831501.0,278,1655,777040002
299427561.0,567,2297,777040002
1807282669.0,147,645,777040000
26975197.0,450,2699,777040002
891891269.0,493,3152,777040002
476142018.0,528,3225,777040002
891891269.0,493,3152,777040002
706469959.0,585,2374,777040002
20618885.0,377,1949,777040002
920175204.0,364,1982,777040002
0.0,483,3046,2
1786651.0,172,811,777040002
289296338.0,698,4241,777040002
263231848.0,219,1131,777040002
451213065.0,448,2665,777040002
1605000000.0,626,3476,777040002
0.0,125,406,2
637613576.0,71,225,777040002
4428471119.0,234,1301,2
218504364.0,843,3921,777040002
473109252.0,607,1006,777040002
0.0,890,4416,777040002
419649749.0,71,225,777040002
318374419.0,75,241,777040002
354263287.0,884,4398,777040002
295359329.0,589,2414,777040002
431867007.0,108,523,777040002
354263287.0,884,4394,777040002
0.0,450,2696,2
0.0,414,863,2
1087025699.0,459,2788,777040002
567084323.0,182,940,777040002
1397092998.0,253,1435,777040002
1206912899.0,71,225,777040002
0.0,182,939,2
824737058.0,259,1490,777040002
316927764.0,388,2050,777040002
2996465272.0,484,3076,777040002
433183164.0,224,970,777040002
89166724.0,377,1954,777040002
0.0,890,4416,777040002
0.0,890,4416,777040002
306431098.0,891,4418,2
0.0,890,4416,777040002
247593000.0,354,2035,777040002
489330414.0,589,2414,777040002
2599123789.0,443,2608,777040002
37367520000.0,643,3557,777040002
281122449.0,70,219,777040002
301021255.0,537,3308,777040002
370699387.0,474,2965,777040002
257009114.0,891,4418,2
0.0,526,3334,2
275197253.0,563,2326,777040002
505485895.0,75,241,777040002
387324810.0,250,1410,777040002
24566715.0,475,2985,777040002
192093458.0,475,2985,777040002
0.0,890,4416,777040002
286819111.0,70,224,777040002
285600197.0,355,2226,777040002
192650409.0,826,3668,777040002
0.0,139,560,2
192747810.0,698,4241,777040002
3391469400.0,199,1056,777040002
1683160000.0,644,3573,777040002
2410056000.0,258,1461,777040002
457423313.0,41,94,777040002
371941000.0,595,2346,777040002
276451042.0,698,4266,777040002
215290250.0,159,749,777040002
1624415963.0,394,2086,777040002
217694773.0,57,208,777040002
417462230.0,494,3166,777040002
188831000.0,75,235,777040002
1603066650.0,133,584,777040002
899177227.0,75,241,777040002
386146626.0,354,2041,777040002
934666667.0,638,3537,777040002
0.0,890,4416,777040002
334364848.0,114,447,777040002
189025353.0,443,2612,777040002
272658757.0,537,3317,777040002
0.0,890,4416,777040002
293975843.0,891,4418,2
293975843.0,891,4418,2
293975843.0,891,4418,2
293975843.0,891,4418,2
9711946000.0,71,225,777040002
1009328727.0,481,3020,777040002
1009328727.0,481,3020,777040002
207064687.0,743,3927,777040002
498781795.0,234,1310,777040002
1009328727.0,481,3020,777040002
1009328727.0,481,3020,777040002
0.0,890,4416,777040002
26822388.0,666,3869,777040002
383041412.0,891,4418,2
736529681.0,891,4418,2
736529681.0,891,4418,2
736529681.0,891,4418,2
736529681.0,891,4418,2
736529681.0,891,4418,2
736529681.0,891,4418,2
736529681.0,891,4418,2
736529681.0,891,4418,2
736529681.0,891,4418,2
736529681.0,891,4418,2
736529681.0,891,4418,2
736529681.0,891,4418,2
736529681.0,891,4418,2
358185165.0,530,3385,777040002
736529681.0,891,4418,2
0.0,890,4416,777040002
332714538.0,229,1272,777040002
0.0,890,4416,777040002
666435004.0,451,2708,777040002
393407490.0,147,617,777040002
393407490.0,147,617,777040002
293542074.0,711,3707,777040002
624963532.0,182,939,777040002
471889852.0,181,952,777040002
464635104.0,5,3,777040002
340427795.0,177,907,777040002
464635104.0,5,3,777040002
212940535.0,859,4157,777040002
443030596.0,293,1694,777040002
437042214.0,474,2953,777040002
230904133.0,35,89,777040002
0.0,126,578,777040002
29071719.0,5,3,777040002
652898178.0,491,3142,777040002
387062549.0,528,3225,777040002
324912613.0,825,3993,777040002
0.0,282,1587,2
385805198.0,76,281,777040002
393407490.0,147,617,777040002
0.0,698,4241,2
270819648.0,537,3317,777040002
396574126.0,161,1327,777040002
393407490.0,147,617,777040002
268874842.0,35,70,777040002
325390072.0,212,1098,777040002
291232471.0,7,18,777040002
0.0,702,4275,2
0.0,698,4266,2
424690361.0,133,583,777040002
557717078.0,471,2922,777040002
0.0,139,560,777040002
1980002620.0,448,2665,777040002
250003084.0,823,3973,777040002
362878701.0,891,4418,2
30000000.0,101,475,777040002
393407490.0,147,617,777040002
213921423.0,859,4163,777040002
8622900000.0,479,3014,777040002
794492987.0,258,1454,777040002
316291072.0,114,445,777040002
1455863798.0,721,4232,777040002
269541515.0,695,3768,777040002
614281161.0,458,2765,777040002
4844730392.0,212,1103,777040002
0.0,510,3220,2
94267005.0,200,1059,777040002
360387000.0,49,125,777040002
577513375.0,450,2683,777040002
378475189.0,147,617,777040002
199524262.0,162,1341,777040002
393407490.0,147,617,777040002
669504865.0,451,2708,777040002
393407490.0,147,621,777040002
393407490.0,147,617,777040002
393407490.0,147,617,777040002
393407490.0,147,617,777040002
856261068.0,200,1053,777040002
805283757.0,478,3006,777040002
393407490.0,147,617,777040002
3915288.0,527,3349,777040002
393407490.0,147,617,777040002
393407490.0,147,617,777040002
464635104.0,5,3,777040002
794492987.0,258,1454,777040002
271602216.0,598,2350,777040001
464635104.0,5,3,777040002
516855673.0,435,2535,777040002
393407490.0,147,617,777040002
1000750862.0,481,3020,777040002
1653963.0,537,3308,777040002
824836298.0,200,1059,777040002
225973599.0,187,1022,777040002
776266758.0,129,491,777040002
290815340.0,147,621,777040002
250003084.0,821,3975,777040002
393407490.0,147,617,777040002
292574002.0,7,24,777040002
282834778.0,7,24,777040002
0.0,537,3317,2
0.0,234,1308,2
577513375.0,450,2683,777040002
268874842.0,35,70,777040002
1126794530.0,720,3640,777040002
350851838.0,891,4418,2
0.0,890,4416,777040002
551399000.0,729,3708,777040002
0.0,626,3476,2
545000000.0,484,3075,777040002
662272854.0,206,1090,777040002
300353226.0,75,241,777040002
451863568.0,336,1772,777040002
2169183211.0,394,2084,777040002
383343662.0,122,389,777040002
998233.0,371,1897,2
330000000.0,292,1681,777040002
380707941.0,373,1914,777040002
275788543.0,568,2298,777040002
383399319.0,201,1157,777040002
0.0,161,1328,777040002
2430099746.0,347,2002,777040002
433263630.0,336,1772,777040002
614281161.0,459,2771,777040002
300055913.0,283,1618,777040002
326380721.0,686,4183,777040002
17107021.0,475,2984,777040002
953065627.0,469,2900,777040002
467810255.0,71,225,777040002
378682039.0,179,933,777040002
393407490.0,147,617,777040002
721647407.0,99,496,777040002
258045606.0,200,1059,777040002
596636445.0,289,1558,777040002
206629107.0,162,1344,777040002
393407490.0,147,617,777040002
243447770.0,112,467,777040002
383343662.0,122,389,777040002
723000000.0,626,3476,2
564268451.0,477,3004,777040002
0.0,380,2057,2
129556050.0,445,2639,777040002
0.0,217,1121,2
27636652.0,891,4418,777040002
566871939.0,425,1235,777040002
1327357404.0,490,3128,777040002
291232471.0,7,31,777040002
471308870.0,497,3178,777040002
197764212.0,75,241,777040002
365156064.0,414,863,777040002
388552247.0,675,3730,777040002
17744678964.0,649,3603,777040002
1214147223.0,210,1170,777040002
0.0,890,4416,777040002
281302803.0,787,4024,777040002
414460556.0,469,2900,777040002
2137188.0,68,2496,777040002
1324040100.0,658,3616,777040002
576527738.0,223,1193,777040002
2948790732.0,645,3581,777040002
0.0,890,4416,777040002
336866184.0,538,3312,777040002
340427795.0,177,907,777040002
415219681.0,179,937,777040002
18000000.0,471,2921,777040002
97000000.0,8,42,777040002
0.0,890,4416,777040002
570512969.0,886,4410,777040002
227292534.0,698,4241,777040002
829287124.0,265,1520,777040002
516855673.0,435,2535,777040002
381585928.0,122,389,777040002
386767488.0,253,1435,777040002
468017792.0,886,4407,777040002
268771847.0,698,4265,777040002
1154675706.0,142,551,777040002
996162150.0,481,3020,777040002
742871839.0,475,2984,777040002
1349148024.0,500,3262,777040002
1390536125.0,471,2922,777040002
523930882.0,452,2715,777040002
0.0,890,4416,777040002
3473418807.0,209,1169,777040002
655804620.0,224,967,777040002
427054306.0,287,1611,777040002
0.0,720,3640,2
163345270.0,89,322,777040002
311532010.0,367,1944,777040002
1211002001.0,589,2414,777040002
456615702.0,203,1161,777040002
981320907.0,450,2691,777040002
526540650.0,162,1340,777040002
370086277.0,394,2113,777040002
330657955.0,115,439,777040002
382293694.0,328,1714,777040002
290433853.0,75,241,777040002
882142320.0,77,271,777040002
3210476627.0,58,170,777040002
641442124.0,679,4054,777040002
0.0,475,2984,2
241916355.0,661,3625,777040002
359994808.0,122,389,777040002
756925451.0,71,225,777040002
1313317081.0,589,2416,777040002
340957615.0,365,1958,777040002
281518694.0,891,4418,2
915624584.0,344,1834,777040002
1017338536.0,589,2414,777040002
810425110.0,283,1618,777040002
280688596.0,891,4418,2
796115639.0,376,1530,777040002
554412840.0,450,2683,777040002
0.0,890,4416,777040002
315644200.0,315,1786,777040002
545054238.0,75,241,777040002
228837512.0,155,719,777040002
190880545.0,891,4418,2
190880545.0,891,4418,2
190880545.0,891,4418,2
190880545.0,891,4418,2
190880545.0,891,4418,2
428032100.0,511,3205,777040002
190880545.0,891,4418,2
918317956.0,181,952,777040002
321354447.0,83,354,777040002
308087345.0,368,1935,777040002
709941377.0,475,2984,777040002
428103000.0,70,219,777040002
229922482.0,621,2463,777040002
665705521.0,440,2592,777040002
0.0,153,776,2
372000000.0,183,972,777040002
377287289.0,425,1235,777040002
676279144.0,394,2085,777040002
600015349.0,307,1703,777040002
70437074.0,144,556,777040002
0.0,491,3140,2
679213558.0,511,3209,2
294363536.0,696,3781,777040002
380193380.0,234,1324,777040002
336496455.0,157,665,777040002
0.0,50,136,2
231590654.0,891,4418,2
231590654.0,891,4418,2
311656537.0,884,4396,777040002
278836781.0,589,2414,777040002
411598964.0,607,1001,777040002
270796517.0,589,2414,777040002
2134866199.0,552,2383,777040002
421556421.0,345,1985,777040002
288449502.0,75,241,777040002
271675859.0,7,30,777040002
298039185.0,75,240,777040002
288831473.0,179,933,777040002
550321000.0,235,1219,777040002
1043089794.0,720,3642,777040002
307080870.0,860,4146,777040002
0.0,720,3642,2
242705600.0,641,3653,777040002
1008367347.0,720,3640,777040002
924955490.0,720,3643,777040002
924955490.0,720,3640,777040002
924955490.0,720,3640,777040002
1008367347.0,720,3642,777040002
1043089794.0,720,3640,777040002
1038306946.0,720,3640,777040002
202275171.0,721,4232,777040002
221769000.0,704,4280,777040002
1038306946.0,720,3640,777040002
302360998.0,720,3640,777040002
276060205.0,81,283,777040002
13987745.0,686,4183,777040002
0.0,247,1424,2
608431940.0,475,2985,777040002
207302968.0,721,4238,777040002
252936619.0,606,997,777040002
218846060.0,43,98,777040002
0.0,690,3821,2
681143233.0,475,2984,777040002
534590040.0,80,255,777040002
1195862455.0,500,3262,777040002
317197023.0,316,1861,777040002
358381018.0,433,2525,777040002
393376732.0,293,1693,777040002
359518033.0,315,2156,777040002
330921020.0,272,1537,777040002
357609494.0,497,3178,777040002
660000000.0,428,2269,777040002
384000000.0,408,866,777040002
1568596455.0,105,544,777040002
353490973.0,710,3701,777040002
835273152.0,440,2599,777040002
287950467.0,354,2041,777040002
1258789194.0,695,3788,777040002
1524505851.0,490,3129,777040002
266660304.0,7,25,777040002
0.0,483,3046,2
0.0,521,3259,2
1917930259.0,679,4053,777040002
1764565361.0,891,4418,2
1400771918.0,578,2367,777040002
1800000.0,760,4077,777040002
1198862501.0,447,2651,777040002
0.0,139,560,2
0.0,490,3135,2
270317903.0,75,241,777040002
353719209.0,71,225,777040002
249383157.0,80,255,777040002
1693362434.0,461,2837,777040002
535789777.0,278,1661,777040002
0.0,266,1506,777040002
306301456.0,318,1934,777040002
247769846.0,569,2307,777040002
462216645.0,435,2538,777040002
0.0,351,2030,2
703635425.0,471,2932,777040002
241416372.0,537,3317,777040002
267743447.0,75,241,777040002
475988350.0,453,2728,777040002
0.0,890,4416,777040002
644217102.0,75,241,777040002
230752863.0,83,354,777040002
0.0,481,3020,2
281433972.0,114,445,777040002
617185995.0,617,2446,777040002
138780252.0,75,241,777040002
712767553.0,486,3083,777040002
0.0,787,4024,2
379080994.0,434,2532,777040002
1758174377.0,432,2514,777040002
0.0,374,2048,2
1996885.0,546,3399,777040002
3413708533.0,83,354,777040002
347451943.0,71,225,777040002
421972990.0,377,1952,777040002
354989778.0,500,3263,2
339495003.0,27,72,777040002
293554192.0,676,3782,777040002
326449089.0,491,3143,777040002
3571473.0,823,3973,777040002
501412101.0,490,3130,777040002
578812353.0,212,1106,777040002
3483000000.0,50,137,777040002
606000000.0,116,606,777040002
100882741.0,430,2290,777040002
329922855.0,71,225,777040002
523721964.0,443,2608,777040002
1407554401.0,234,1290,777040002
248321305.0,505,3274,2
0.0,890,4416,777040002
573134788.0,316,2183,777040002
394632255.0,76,293,777040002
234157540.0,341,1874,777040002
146298069.0,234,1295,777040002
344097294.0,540,3395,777040002
762357997.0,431,2497,777040002
752186011.0,483,3032,777040002
0.0,450,2696,2
416486409.0,182,939,777040002
9769735.0,494,3166,777040002
341122885.0,531,3461,777040002
706072176.0,75,241,777040002
290555865.0,801,4118,777040002
534600900.0,440,2599,777040002
315883950.0,861,4151,777040002
256265164.0,75,241,777040002
638571781.0,475,2985,777040002
406286194.0,117,431,777040002
265700169.0,698,4241,777040002
526526710.0,460,2833,777040002
257445622.0,75,241,777040002
73510178.0,241,1387,777040002
0.0,29,77,2
407091747.0,442,2604,777040002
891493287.0,75,241,777040002
453750150.0,247,1424,777040002
310999566.0,234,1309,777040002
440492831.0,452,2719,777040002
804753052.0,199,1056,777040002
248094441.0,537,3308,777040002
13534482.0,161,1330,777040002
376959930.0,233,1283,777040002
0.0,221,1177,2
188624388.0,698,4241,777040002
277009911.0,211,1092,777040002
749687055.0,483,3051,777040002
0.0,890,4416,777040002
1047229286.0,569,2307,777040002
45737872.0,432,2523,777040002
387506972.0,474,2958,777040002
456577739.0,482,3025,777040002
454657236.0,378,1955,777040002
0.0,890,4416,777040002
316911618.0,346,2037,777040002
231059547.0,70,219,777040002
1429592.0,661,3625,777040002
131915132.0,527,3341,777040002
208109349.0,823,3973,777040002
209847046.0,384,2116,777040002
271688166.0,686,4183,777040002
467222519.0,247,1424,777040002
289564355.0,126,576,777040002
0.0,720,3640,2
545000000.0,636,3526,777040002
288742444.0,538,3313,777040002
0.0,483,3046,2
328700797.0,147,619,777040002
0.0,528,3226,2
231437070.0,699,4248,777040002
298580901.0,83,353,777040002
229573865.0,569,2307,777040002
0.0,159,753,2
75274469.0,75,241,777040002
239015926.0,70,222,777040002
228288869.0,482,3031,777040002
518435893.0,80,255,777040002
513930584.0,437,2562,777040002
309573549.0,234,1284,777040002
320809917.0,75,241,777040002
515762529.0,70,219,777040002
0.0,432,2510,2
638571781.0,475,2984,777040002
256265164.0,75,241,777040002
306724184.0,694,3759,777040002
1561786710.0,394,2113,777040002
641513292.0,475,2984,777040002
933673469.0,720,3640,777040002
298477200.0,187,1030,777040002
282666447.0,313,1783,777040002
350678565.0,30,80,777040002
430346409.0,540,3391,777040002
781342525.0,500,3264,777040002
265955110.0,75,235,777040002
0.0,616,2456,2
798441420.0,488,3105,777040002
0.0,211,1093,2
7696056.0,500,3264,777040002
1721101661.0,450,2691,777040002
620158553.0,475,2984,777040002
249199249.0,589,2414,777040002
1547884735.0,204,1077,777040002
256788746.0,81,290,777040002
231437070.0,698,4265,777040002
245293425.0,606,998,777040002
4641711807.0,657,3658,777040002
256265164.0,75,241,777040002
43147533.0,891,4418,2
314610128.0,482,3026,777040002
404475510.0,120,421,777040000
472299684.0,482,3025,777040002
343407904.0,72,232,777040002
310804685.0,75,235,777040002
0.0,698,4266,2
323024648.0,187,1039,777040002
2237330.0,701,4257,777040002
237479085.0,569,2307,777040002
10691888.0,475,2984,777040002
1142975770.0,490,3134,777040002
331116469.0,162,1338,777040002
481440967.0,477,2998,777040002
337206420.0,147,617,777040002
742715000.0,633,3520,2
248875754.0,75,241,777040002
638571781.0,475,2984,777040002
1077152202.0,725,3749,777040002
266046973.0,283,1604,777040002
268127210.0,891,4418,2
715100959.0,714,3702,777040002
214288358.0,807,3959,777040002
231066743.0,537,3317,777040002
62669963.0,606,998,777040002
260271426.0,711,3706,777040002
248240744.0,81,287,777040002
501178162.0,80,255,777040002
580569149.0,232,1275,777040002
1403203520.0,535,3279,777040002
303222408.0,291,1569,777040002
1256836781.0,449,2681,777040002
1664185549.0,7,18,777040002
221016133.0,807,3956,777040002
0.0,452,2717,2
0.0,890,4416,777040002
20275561.0,890,4416,777040002
428271896.0,436,2552,777040002
7200000.0,500,3264,777040002
933673469.0,720,3643,777040002
0.0,500,3262,2
309573549.0,234,1309,777040002
209942490.0,415,899,777040002
480396581.0,470,2911,777040002
576508869.0,159,766,777040002
376255295.0,119,415,777040002
233090379.0,787,4024,777040002
1889485375.0,595,2346,777040002
275270578.0,715,4214,777040002
347474747.0,241,1392,777040002
1088916278.0,445,2635,777040002
1403203520.0,535,3280,777040002
256405266.0,457,2755,777040002
271688166.0,686,4186,777040002
325981469.0,147,621,777040002
309573549.0,234,1285,777040002
293796112.0,481,3020,777040002
510716782.0,212,1106,777040002
282933825.0,457,2755,777040002
769231000.0,425,1235,777040002
201373530.0,694,3762,777040002
225965374.0,416,2198,777040002
702877491.0,500,3262,777040002
602843690.0,210,1170,777040002
0.0,183,960,2
1142975770.0,490,3128,777040002
246512728.0,523,3323,777040002
1566663529.0,460,2805,777040002
715260000.0,718,3834,777040002
207276648.0,694,3758,777040002
399035654.0,250,1413,777040002
331990178.0,474,2966,777040002
518435893.0,80,255,777040002
402523797.0,182,941,777040002
196332090.0,811,3961,777040002
359850337.0,54,199,2
774092199.0,232,1275,777040002
341403134.0,473,2980,777040002
160747136.0,219,1136,777040002
0.0,698,4265,2
0.0,890,4416,777040002
963257820.0,891,4418,2
1478280795.0,461,2837,777040002
853853271.0,481,3020,777040002
0.0,890,4416,777040002
353622980.0,469,2907,777040002
406286194.0,117,431,777040002
656951509.0,204,1082,777040000
290072504.0,538,3316,777040002
301832052.0,291,1573,777040002
311010815.0,148,658,777040002
21447000.0,891,3320,777040002
285923428.0,886,4406,777040002
796182818.0,686,4186,777040002
428271896.0,435,2535,777040002
0.0,890,4416,777040002
223732977.0,698,4241,777040002
2074904000.0,67,2478,777040002
0.0,443,2608,2
221805109.0,732,3866,777040002
265955110.0,75,235,777040002
0.0,217,1120,2
714011278.0,478,3006,777040002
214288358.0,824,3954,777040002
273676248.0,149,683,777040002
526863728.0,721,4232,777040002
962334623.0,483,3053,777040002
391778385.0,482,3025,777040002
757486532.0,387,2088,777040002
0.0,251,1426,2
853853271.0,481,3020,777040002
0.0,371,1908,2
378352090.0,432,2510,777040002
378644853.0,41,94,777040002
216053310.0,390,2108,777040002
299745761.0,80,260,777040002
221492071.0,706,4222,777040002
192347910.0,724,3752,777040002
242516787.0,537,3308,777040002
30000000.0,75,241,777040002
317062220.0,394,2113,777040002
3834000.0,787,4024,777040002
330956179.0,606,998,777040002
1117441353.0,336,1774,777040002
0.0,890,4416,777040002
204532899.0,718,3808,777040002
1669959343.0,453,2728,777040002
2790000000.0,445,2639,777040002
299254431.0,234,1284,777040002
374590073.0,474,2963,777040002
928990000.0,265,1519,777040002
382185867.0,510,3220,777040002
401190000.0,483,3032,777040002
315443722.0,350,2024,777040002
27920196.0,645,3580,777040001
2701907.0,628,3484,777040002
284072843.0,80,255,777040002
1307163713.0,105,548,777040000
695573868.0,366,1962,777040002
22865051.0,473,2980,777040002
2953389740.0,315,1788,777040002
0.0,890,4416,777040002
225963190.0,245,1371,777040002
238395890.0,410,873,777040002
281047558.0,75,241,777040002
135004958.0,698,4241,777040002
753368310.0,440,2592,777040002
231604986.0,140,561,777040002
630639979.0,235,1223,777040002
229739729.0,139,560,777040002
679792954.0,483,3046,777040002
162501717.0,415,897,777040002
155099233.0,725,3749,777040002
422344922.0,435,2535,777040002
227065130.0,70,219,777040002
278141538.0,38,797,777040002
479357930.0,319,1845,777040002
729759000.0,494,3167,777040002
0.0,258,1460,2
224570671.0,569,2307,777040000
234440354.0,523,3320,777040002
293376257.0,234,1324,777040002
670537875.0,265,1520,777040002
565600828.0,210,1170,777040002
195154407.0,147,636,2
216425776.0,70,219,777040002
244730330.0,282,1589,777040002
0.0,147,617,2
578814649.0,475,2984,777040002
589041771.0,461,2837,777040002
3630398981.0,556,2390,777040002
218434442.0,139,560,777040002
470842577.0,467,2884,777040002
12770307.0,891,4418,777040002
3124771037.0,589,2414,777040002
1126558475.0,448,2665,777040002
138759353.0,702,4283,777040002
622426324.0,488,3098,777040002
450000000.0,402,2139,777040002
1690334043.0,78,279,777040002
0.0,482,3025,2
73000000.0,638,3537,777040002
256772221.0,75,235,777040002
2471566538.0,684,4196,777040002
854134145.0,100,505,777040002
191886262.0,109,530,777040002
340360808.0,182,939,777040002
0.0,890,4416,777040002
642066835.0,510,3220,777040002
0.0,465,2868,2
1398862600.0,394,2089,777040002
444822985.0,89,323,777040002
140651402.0,787,4024,777040002
215881948.0,537,3317,777040002
0.0,215,1174,2
399680538.0,472,2948,777040002
420142930.0,425,1235,777040002
1530492.0,569,2308,777040002
301423643.0,261,1483,777040002
237708124.0,75,251,777040002
193544200.0,589,2414,777040002
384619014.0,891,4418,2
231410861.0,229,1273,777040002
260387959.0,860,4146,777040002
260387959.0,860,4146,777040002
364334139.0,432,2511,777040002
260387959.0,860,4146,777040002
2843341.0,860,4146,777040002
312394045.0,551,3444,777040002
260387959.0,860,4146,777040002
260387959.0,860,4146,777040002
292111445.0,646,3588,777040002
5528016.0,661,3625,777040002
346375411.0,542,3417,777040002
292111445.0,646,3588,777040002
260387959.0,860,4146,777040002
119635564.0,683,4203,777040002
292111445.0,646,3588,777040002
416769133.0,378,1955,777040002
448547354.0,686,4190,777040002
193482254.0,698,4265,777040002
235554419.0,388,2054,777040002
405122224.0,536,3437,777040002
43578551.0,606,998,777040002
628535859.0,891,4418,2
0.0,483,3046,2
289931524.0,500,3263,777040002
0.0,890,4416,777040002
275536733.0,686,4190,777040002
214127976.0,70,219,777040002
285761196.0,646,3588,777040002
207061541.0,698,4265,777040002
1166957.0,71,225,777040002
285761196.0,646,3588,777040002
285761196.0,646,3588,777040002
285761196.0,646,3588,777040002
425069716.0,482,3027,777040002
217886224.0,139,560,777040002
285761196.0,646,3588,777040002
254727351.0,860,4146,777040002
285761196.0,646,3588,777040002
8466998.0,646,3588,777040002
455456827.0,83,354,777040002
285761196.0,646,3588,777040002
285761196.0,646,3588,777040002
285761196.0,646,3588,777040002
306781930.0,308,1722,777040002
842236038.0,105,544,777040000
285761196.0,646,3588,777040002
285761196.0,646,3588,777040002
980190649.0,468,2897,777040002
285761196.0,646,3588,777040002
1149506.0,698,4265,777040002
254387359.0,860,4146,777040002
285761196.0,646,3588,777040002
285761196.0,646,3588,777040002
285761196.0,646,3588,777040002
277521267.0,646,3588,777040002
285761196.0,646,3588,777040002
285761196.0,646,3588,777040002
285761196.0,646,3588,777040002
254727351.0,860,4146,777040002
285761196.0,646,3588,777040002
1022507395.0,75,241,777040002
285379782.0,646,3588,777040002
215155137.0,471,2922,777040002
285761196.0,646,3588,777040002
285379782.0,646,3588,777040002
285761196.0,646,3588,777040002
285761196.0,646,3588,777040002
285761196.0,646,3588,777040002
254727351.0,860,4144,777040002
14216707.0,860,4146,777040002
721907418.0,488,3098,777040002
285761196.0,646,3588,777040002
285761196.0,646,3588,777040002
207061541.0,698,4266,777040002
285379782.0,646,3588,777040002
278616194.0,234,1309,777040002
319143302.0,138,410,777040002
287077524.0,646,3589,777040002
21886257.0,448,2665,777040002
285761196.0,646,3588,777040002
765248044.0,174,837,777040002
210762610.0,184,983,777040002
285761196.0,646,3588,777040002
663752000.0,265,1524,777040002
643111198.0,58,170,777040002
271648846.0,280,1567,777040002
239565736.0,273,1540,777040002
501793513.0,183,960,777040002
285761196.0,646,3588,777040002
292173377.0,394,2084,777040002
0.0,890,4416,777040002
15254043092.0,589,2414,777040002
207521906.0,698,4266,777040002
364816026.0,563,2328,777040002
214409919.0,787,4024,777040002
0.0,890,4416,777040002
536448782.0,463,2846,777040002
1740498000.0,221,1176,777040002
0.0,890,4416,777040002
331039867.0,589,2414,777040002
305414472.0,787,4024,777040002
203498684.0,698,4241,777040002
0.0,431,2497,2
0.0,890,4416,777040002
225513345.0,75,241,777040002
0.0,890,4416,777040002
301818678.0,473,2980,777040002
227782899.0,526,3339,777040002
259009870.0,234,1310,777040002
846705604.0,720,3642,777040002
2038958.0,537,3295,777040002
795582000.0,721,4232,777040002
0.0,890,4416,777040002
1260512745.0,490,3135,777040002
0.0,673,3741,2
287350933.0,473,2980,777040002
275489042.0,146,707,777040002
215015182.0,537,3308,777040002
434513007.0,75,241,777040002
555978187.0,475,2984,777040002
0.0,505,3277,2
0.0,345,1987,2
682074057.0,448,2670,2
2186200800.0,527,3454,777040002
295639834.0,527,3450,777040002
1646379.0,537,3308,777040002
314470401.0,332,1745,777040002
672956973.0,289,1558,777040002
346093199.0,891,4418,2
287312991.0,253,1435,777040002
0.0,890,4416,777040002
673000000.0,448,2665,777040002
304888145.0,494,3168,777040002
275290147.0,122,392,777040002
251396170.0,538,3315,777040002
420518188.0,80,255,777040002
286956394.0,473,2980,777040002
1843594546.0,484,3076,777040002
1186567000.0,501,3268,777040002
281352140.0,394,2113,777040002
1033376239.0,501,3268,777040002
0.0,363,2186,2
0.0,585,2370,777040002
874012419.0,843,3921,777040002
207857742.0,537,3308,777040002
1494222149.0,484,3074,777040000
197996562.0,787,4024,777040002
0.0,787,4024,2
876000000.0,626,3476,777040002
0.0,890,4416,777040002
279969311.0,381,2067,777040002
220838322.0,81,283,777040002
289710332.0,479,3014,777040002
1178437204.0,679,4054,777040002
2582750000.0,645,3580,777040002
279187893.0,394,2113,777040002
547043159.0,475,2984,777040002
230074743.0,187,1025,777040002
228327014.0,526,3339,777040002
0.0,890,4416,2
1984444000.0,475,2984,777040002
288791225.0,71,225,777040002
276461658.0,511,3203,777040002
332939919.0,183,960,777040002
0.0,890,4416,777040002
665239375.0,482,3025,777040002
0.0,890,4416,777040002
430890388.0,500,3263,777040002
536582572.0,101,478,777040002
0.0,465,2864,2
241530315.0,589,2414,777040002
447547703.0,459,2771,777040002
948381168.0,878,4373,2
100000.0,809,3976,777040002
