revenue,qg_naics2022,qg_dandbstandardindustrycode,statuscode
215881948.0,891,4418,2
215881948.0,891,4418,2
215881948.0,891,4418,777040002
215881948.0,891,4418,2
215881948.0,891,4046,777040001
59219649.0,891,1117,777040000
28374131.0,694,3757,777040002
60859058.0,374,2045,777040002
69274966.0,695,3786,777040002
655590.0,513,3231,777040002
7458800.0,517,3240,777040002
10932027.0,98,371,2
8737039.0,694,3757,777040002
0.0,816,3998,777040002
1206285.0,759,4082,777040002
215881948.0,891,4418,2
215881948.0,891,4418,2
115924200.0,891,4418,777040001
215881948.0,891,4418,2
215881948.0,891,4418,2
215881948.0,891,3097,777040001
215881948.0,891,4418,2
215881948.0,891,4418,2
215881948.0,891,2920,777040001
215881948.0,135,463,2
215881948.0,891,4418,2
10889995.0,795,4099,777040002
215881948.0,891,4418,2
215881948.0,891,4418,2
215881948.0,891,3763,777040002
215881948.0,891,4418,2
215881948.0,776,4047,777040001
215881948.0,891,4418,2
215881948.0,891,3666,777040001
5648139.0,717,101,777040002
215881948.0,891,4418,2
215881948.0,505,3275,777040001
215881948.0,891,4418,777040001
3054265.0,294,1877,777040002
215881948.0,891,4418,2
142486.0,759,4080,777040002
0.0,891,4418,2
